file_N:27,train,seed:None,percent:20000,measured,n:1,N:1
t,I,V,I',V'
0.0,-0.04457,-58.7652,-0.04456,-58.77403
0.01005,-0.04456,-58.77403,-0.04448,-58.78332
0.0201,-0.04448,-58.78332,-0.04415,-58.77904
0.03015,-0.04415,-58.77904,-0.04376,-58.77174
0.0402,-0.04376,-58.77174,-0.04352,-58.76571
0.05025,-0.04352,-58.76571,-0.04332,-58.75997
0.0603,-0.04332,-58.75997,-0.04285,-58.75803
0.07035,-0.04285,-58.75803,-0.04232,-58.75694
0.0804,-0.04232,-58.75694,-0.04189,-58.76535
0.09045,-0.04189,-58.76535,-0.04149,-58.77587
0.1005,-0.04149,-58.77587,-0.04129,-58.78535
0.11055,-0.04129,-58.78535,-0.04113,-58.79459
0.1206,-0.04113,-58.79459,-0.04176,-58.80375
0.13065,-0.04176,-58.80375,-0.04258,-58.81288
0.1407,-0.04258,-58.81288,-0.04325,-58.83345
0.15075,-0.04325,-58.83345,-0.04389,-58.85657
0.1608,-0.04389,-58.85657,-0.0441,-58.86582
0.17085,-0.0441,-58.86582,-0.04421,-58.87198
0.1809,-0.04421,-58.87198,-0.04423,-58.8713
0.19095,-0.04423,-58.8713,-0.04423,-58.86911
0.201,-0.04423,-58.86911,-0.04398,-58.85889
0.21105,-0.04398,-58.85889,-0.04367,-58.84688
0.2211,-0.04367,-58.84688,-0.04319,-58.83304
0.23115,-0.04319,-58.83304,-0.04268,-58.81879
0.2412,-0.04268,-58.81879,-0.04199,-58.80033
0.25125,-0.04199,-58.80033,-0.04126,-58.78095
0.2613,-0.04126,-58.78095,-0.04077,-58.75847
0.27135,-0.04077,-58.75847,-0.04033,-58.7353
0.2814,-0.04033,-58.7353,-0.04071,-58.72813
0.29145,-0.04071,-58.72813,-0.04128,-58.72453
0.3015,-0.04128,-58.72453,-0.04138,-58.72242
0.31155,-0.04138,-58.72242,-0.04139,-58.72064
0.3216,-0.04139,-58.72064,-0.04135,-58.73102
0.33165,-0.04135,-58.73102,-0.04129,-58.74412
0.3417,-0.04129,-58.74412,-0.04118,-58.76416
0.35175,-0.04118,-58.76416,-0.04106,-58.78574
0.3618,-0.04106,-58.78574,-0.041,-58.80684
0.37185,-0.041,-58.80684,-0.04095,-58.82782
0.3819,-0.04095,-58.82782,-0.04082,-58.85168
0.39195,-0.04082,-58.85168,-0.04068,-58.87617
0.402,-0.04068,-58.87617,-0.04091,-58.88178
0.41204999999999997,-0.04091,-58.88178,-0.04122,-58.88318
0.4221,-0.04122,-58.88318,-0.04188,-58.87358
0.43215,-0.04188,-58.87358,-0.04261,-58.86152
