file_N:26,train,seed:None,percent:10000,measured,n:2,N:2
t,I,V,I',V'
1004.99,0.22923,-29.62526,0.22891,-29.63502
1005.0,0.22891,-29.63502,0.2286,-29.64337
1005.01,0.2286,-29.64337,0.22859,-29.65553
1005.02,0.22859,-29.65553,0.22862,-29.66805
1005.03,0.22862,-29.66805,0.22827,-29.66919
1005.0400000000001,0.22827,-29.66919,0.22788,-29.66926
1005.0500000000001,0.22788,-29.66926,0.2271,-29.67095
1005.0600000000001,0.2271,-29.67095,0.22628,-29.6728
1005.07,0.22628,-29.6728,0.22532,-29.68378
1005.08,0.22532,-29.68378,0.22435,-29.69562
1005.09,0.22435,-29.69562,0.22402,-29.69462
1005.1,0.22402,-29.69462,0.22376,-29.69241
1005.11,0.22376,-29.69241,0.22337,-29.69137
1005.12,0.22337,-29.69137,0.22297,-29.69045
1005.13,0.22297,-29.69045,0.22233,-29.70056
1005.14,0.22233,-29.70056,0.22167,-29.71173
1005.15,0.22167,-29.71173,0.22115,-29.70364
1005.16,0.22115,-29.70364,0.22065,-29.69373
1005.1700000000001,0.22065,-29.69373,0.22058,-29.69775
1005.1800000000001,0.22058,-29.69775,0.22056,-29.70308
1005.19,0.22056,-29.70308,0.2205,-29.69719
1005.2,0.2205,-29.69719,0.22043,-29.69024
1005.21,0.22043,-29.69024,0.22009,-29.68505
1005.22,0.22009,-29.68505,0.21973,-29.68003
1005.23,0.21973,-29.68003,0.21943,-29.67574
1005.24,0.21943,-29.67574,0.21913,-29.67151
1005.25,0.21913,-29.67151,0.21887,-29.68979
1005.26,0.21887,-29.68979,0.21861,-29.7102
1005.27,0.21861,-29.7102,0.21807,-29.71542
1005.28,0.21807,-29.71542,0.21751,-29.7192
1005.2900000000001,0.21751,-29.7192,0.21698,-29.73682
1005.3000000000001,0.21698,-29.73682,0.21645,-29.75574
1005.3100000000001,0.21645,-29.75574,0.21599,-29.77304
1005.32,0.21599,-29.77304,0.21554,-29.79018
1005.33,0.21554,-29.79018,0.21469,-29.79202
1005.34,0.21469,-29.79202,0.21382,-29.79242
1005.35,0.21382,-29.79242,0.2131,-29.8084
1005.36,0.2131,-29.8084,0.2124,-29.82585
1005.37,0.2124,-29.82585,0.21201,-29.82498
1005.38,0.21201,-29.82498,0.21164,-29.82237
1005.39,0.21164,-29.82237,0.21111,-29.82934
1005.4,0.21111,-29.82934,0.21058,-29.83722
1005.41,0.21058,-29.83722,0.21022,-29.85935
1005.4200000000001,0.21022,-29.85935,0.20987,-29.88283
1005.4300000000001,0.20987,-29.88283,0.20976,-29.86602
1005.44,0.20976,-29.86602,0.20967,-29.84537
1005.45,0.20967,-29.84537,0.20967,-29.84425
1005.46,0.20967,-29.84425,0.20968,-29.84497
1005.47,0.20968,-29.84497,0.20962,-29.84167
1005.48,0.20962,-29.84167,0.20955,-29.83799
1005.49,0.20955,-29.83799,0.20892,-29.83485
1005.5,0.20892,-29.83485,0.20823,-29.83176
1005.51,0.20823,-29.83176,0.20785,-29.84003
1005.52,0.20785,-29.84003,0.2075,-29.84938
1005.53,0.2075,-29.84938,0.20739,-29.86035
1005.5400000000001,0.20739,-29.86035,0.20732,-29.87148
1005.5500000000001,0.20732,-29.87148,0.207,-29.89416
1005.5600000000001,0.207,-29.89416,0.20666,-29.91794
1005.57,0.20666,-29.91794,0.20636,-29.94046
1005.58,0.20636,-29.94046,0.20607,-29.96285
1005.59,0.20607,-29.96285,0.20582,-29.96926
1005.6,0.20582,-29.96926,0.20557,-29.97415
1005.61,0.20557,-29.97415,0.20522,-29.98279
1005.62,0.20522,-29.98279,0.20486,-29.99179
1005.63,0.20486,-29.99179,0.20434,-29.98508
1005.64,0.20434,-29.98508,0.20381,-29.97687
1005.65,0.20381,-29.97687,0.20315,-29.96634
1005.66,0.20315,-29.96634,0.20249,-29.95559
1005.6700000000001,0.20249,-29.95559,0.20223,-29.95099
1005.6800000000001,0.20223,-29.95099,0.202,-29.94698
1005.69,0.202,-29.94698,0.20167,-29.95378
1005.7,0.20167,-29.95378,0.20133,-29.9616
1005.71,0.20133,-29.9616,0.20131,-29.97088
1005.72,0.20131,-29.97088,0.20132,-29.98029
1005.73,0.20132,-29.98029,0.20104,-30.00041
1005.74,0.20104,-30.00041,0.20073,-30.02154
1005.75,0.20073,-30.02154,0.20042,-30.05064
1005.76,0.20042,-30.05064,0.2001,-30.0805
1005.77,0.2001,-30.0805,0.19985,-30.09968
1005.78,0.19985,-30.09968,0.19961,-30.11785
1005.7900000000001,0.19961,-30.11785,0.19918,-30.11528
1005.8000000000001,0.19918,-30.11528,0.19873,-30.11074
1005.8100000000001,0.19873,-30.11074,0.19803,-30.11713
1005.82,0.19803,-30.11713,0.19731,-30.12456
1005.83,0.19731,-30.12456,0.19678,-30.13382
1005.84,0.19678,-30.13382,0.19627,-30.14325
1005.85,0.19627,-30.14325,0.19555,-30.13516
1005.86,0.19555,-30.13516,0.19482,-30.1254
1005.87,0.19482,-30.1254,0.1943,-30.11935
1005.88,0.1943,-30.11935,0.1938,-30.11365
1005.89,0.1938,-30.11365,0.19333,-30.12652
1005.9,0.19333,-30.12652,0.19286,-30.14117
1005.91,0.19286,-30.14117,0.1928,-30.15198
1005.9200000000001,0.1928,-30.15198,0.19277,-30.16241
1005.9300000000001,0.19277,-30.16241,0.19256,-30.17731
1005.94,0.19256,-30.17731,0.19233,-30.19264
1005.95,0.19233,-30.19264,0.19212,-30.2175
1005.96,0.19212,-30.2175,0.19191,-30.24328
1005.97,0.19191,-30.24328,0.1919,-30.26101
1005.98,0.1919,-30.26101,0.19192,-30.27797
1005.99,0.19192,-30.27797,0.19173,-30.29326
1006.0,0.19173,-30.29326,0.19151,-30.30838
1006.01,0.19151,-30.30838,0.19132,-30.30027
1006.02,0.19132,-30.30027,0.19113,-30.28993
1006.03,0.19113,-30.28993,0.19102,-30.26869
1006.0400000000001,0.19102,-30.26869,0.19092,-30.24642
1006.0500000000001,0.19092,-30.24642,0.1907,-30.2587
1006.0600000000001,0.1907,-30.2587,0.19046,-30.27429
1006.07,0.19046,-30.27429,0.19018,-30.27943
1006.08,0.19018,-30.27943,0.18989,-30.28358
1006.09,0.18989,-30.28358,0.18944,-30.29597
1006.1,0.18944,-30.29597,0.18898,-30.30915
1006.11,0.18898,-30.30915,0.18848,-30.32692
1006.12,0.18848,-30.32692,0.18797,-30.34513
1006.13,0.18797,-30.34513,0.18733,-30.35636
1006.14,0.18733,-30.35636,0.18666,-30.36691
1006.15,0.18666,-30.36691,0.18578,-30.37564
1006.16,0.18578,-30.37564,0.18488,-30.38419
1006.1700000000001,0.18488,-30.38419,0.18436,-30.37453
1006.1800000000001,0.18436,-30.37453,0.18388,-30.36311
1006.19,0.18388,-30.36311,0.18383,-30.34812
1006.2,0.18383,-30.34812,0.18382,-30.33278
1006.21,0.18382,-30.33278,0.1836,-30.3283
1006.22,0.1836,-30.3283,0.18337,-30.32486
1006.23,0.18337,-30.32486,0.18357,-30.31394
1006.24,0.18357,-30.31394,0.18381,-30.3023
1006.25,0.18381,-30.3023,0.18368,-30.29393
1006.26,0.18368,-30.29393,0.18352,-30.28587
1006.27,0.18352,-30.28587,0.18314,-30.27929
1006.28,0.18314,-30.27929,0.18273,-30.27285
1006.2900000000001,0.18273,-30.27285,0.18166,-30.27478
1006.3000000000001,0.18166,-30.27478,0.18052,-30.27752
1006.3100000000001,0.18052,-30.27752,0.17985,-30.27831
