file_N:30,train,seed:None,percent:10000,measured,n:2,N:2
t,I,V,I',V'
1004.99,0.36765,-26.26938,0.36861,-26.24998
1005.0,0.36861,-26.24998,0.36957,-26.22921
1005.01,0.36957,-26.22921,0.37035,-26.19553
1005.02,0.37035,-26.19553,0.37111,-26.16064
1005.03,0.37111,-26.16064,0.37148,-26.1321
1005.0400000000001,0.37148,-26.1321,0.37182,-26.10416
1005.0500000000001,0.37182,-26.10416,0.37184,-26.09361
1005.0600000000001,0.37184,-26.09361,0.37183,-26.08471
1005.07,0.37183,-26.08471,0.37215,-26.06539
1005.08,0.37215,-26.06539,0.37249,-26.04507
1005.09,0.37249,-26.04507,0.37314,-26.01923
1005.1,0.37314,-26.01923,0.37381,-25.99285
1005.11,0.37381,-25.99285,0.37434,-25.98962
1005.12,0.37434,-25.98962,0.37486,-25.98858
1005.13,0.37486,-25.98858,0.37553,-25.97733
1005.14,0.37553,-25.97733,0.37621,-25.96511
1005.15,0.37621,-25.96511,0.3764,-25.95367
1005.16,0.3764,-25.95367,0.37654,-25.94231
1005.1700000000001,0.37654,-25.94231,0.37651,-25.95554
1005.1800000000001,0.37651,-25.95554,0.37645,-25.97109
1005.19,0.37645,-25.97109,0.37627,-25.97763
1005.2,0.37627,-25.97763,0.37608,-25.98331
1005.21,0.37608,-25.98331,0.37591,-26.0096
1005.22,0.37591,-26.0096,0.37576,-26.03783
1005.23,0.37576,-26.03783,0.37569,-26.03864
1005.24,0.37569,-26.03864,0.37563,-26.03684
1005.25,0.37563,-26.03684,0.37553,-26.02037
1005.26,0.37553,-26.02037,0.37544,-26.00252
1005.27,0.37544,-26.00252,0.37469,-25.98763
1005.28,0.37469,-25.98763,0.37389,-25.97301
1005.2900000000001,0.37389,-25.97301,0.37318,-25.94523
1005.3000000000001,0.37318,-25.94523,0.37248,-25.9162
1005.3100000000001,0.37248,-25.9162,0.37145,-25.90016
1005.32,0.37145,-25.90016,0.37038,-25.88534
1005.33,0.37038,-25.88534,0.36923,-25.87296
1005.34,0.36923,-25.87296,0.36808,-25.8608
1005.35,0.36808,-25.8608,0.36749,-25.8491
1005.36,0.36749,-25.8491,0.36696,-25.83744
1005.37,0.36696,-25.83744,0.36656,-25.84612
1005.38,0.36656,-25.84612,0.36617,-25.85672
1005.39,0.36617,-25.85672,0.36527,-25.85857
1005.4,0.36527,-25.85857,0.36432,-25.8596
1005.41,0.36432,-25.8596,0.36378,-25.86348
1005.4200000000001,0.36378,-25.86348,0.36328,-25.86765
1005.4300000000001,0.36328,-25.86765,0.36206,-25.88499
1005.44,0.36206,-25.88499,0.36077,-25.90358
1005.45,0.36077,-25.90358,0.35937,-25.91547
1005.46,0.35937,-25.91547,0.35796,-25.92671
1005.47,0.35796,-25.92671,0.35694,-25.9312
1005.48,0.35694,-25.9312,0.35595,-25.93505
1005.49,0.35595,-25.93505,0.35467,-25.93632
1005.5,0.35467,-25.93632,0.35337,-25.93734
1005.51,0.35337,-25.93734,0.35208,-25.93046
1005.52,0.35208,-25.93046,0.3508,-25.92284
1005.53,0.3508,-25.92284,0.34916,-25.93096
1005.5400000000001,0.34916,-25.93096,0.3475,-25.94059
1005.5500000000001,0.3475,-25.94059,0.34544,-25.95218
1005.5600000000001,0.34544,-25.95218,0.34334,-25.96395
1005.57,0.34334,-25.96395,0.34147,-25.95922
1005.58,0.34147,-25.95922,0.33962,-25.95291
1005.59,0.33962,-25.95291,0.33748,-25.96019
1005.6,0.33748,-25.96019,0.33531,-25.96876
1005.61,0.33531,-25.96876,0.33302,-25.98036
1005.62,0.33302,-25.98036,0.33071,-25.99225
1005.63,0.33071,-25.99225,0.32852,-26.00079
1005.64,0.32852,-26.00079,0.32633,-26.00901
1005.65,0.32633,-26.00901,0.32396,-26.01267
1005.66,0.32396,-26.01267,0.32156,-26.01589
1005.6700000000001,0.32156,-26.01589,0.31895,-26.01157
1005.6800000000001,0.31895,-26.01157,0.31631,-26.00653
1005.69,0.31631,-26.00653,0.31339,-26.02558
1005.7,0.31339,-26.02558,0.31046,-26.04691
1005.71,0.31046,-26.04691,0.30721,-26.06197
1005.72,0.30721,-26.06197,0.30394,-26.07644
1005.73,0.30394,-26.07644,0.30108,-26.0772
1005.74,0.30108,-26.0772,0.29826,-26.07666
1005.75,0.29826,-26.07666,0.29499,-26.09594
1005.76,0.29499,-26.09594,0.29167,-26.11711
1005.77,0.29167,-26.11711,0.28816,-26.14178
1005.78,0.28816,-26.14178,0.28463,-26.16678
1005.7900000000001,0.28463,-26.16678,0.2808,-26.18005
1005.8000000000001,0.2808,-26.18005,0.27694,-26.19221
1005.8100000000001,0.27694,-26.19221,0.27262,-26.21042
1005.82,0.27262,-26.21042,0.26826,-26.22921
1005.83,0.26826,-26.22921,0.26322,-26.25045
1005.84,0.26322,-26.25045,0.25812,-26.27191
1005.85,0.25812,-26.27191,0.25269,-26.3062
1005.86,0.25269,-26.3062,0.24722,-26.3417
1005.87,0.24722,-26.3417,0.24205,-26.36891
1005.88,0.24205,-26.36891,0.23692,-26.39534
1005.89,0.23692,-26.39534,0.23201,-26.42556
1005.9,0.23201,-26.42556,0.22713,-26.45614
1005.91,0.22713,-26.45614,0.2215,-26.49932
1005.9200000000001,0.2215,-26.49932,0.2158,-26.54371
1005.9300000000001,0.2158,-26.54371,0.21007,-26.56453
1005.94,0.21007,-26.56453,0.20433,-26.58309
1005.95,0.20433,-26.58309,0.19864,-26.60846
1005.96,0.19864,-26.60846,0.19296,-26.63449
1005.97,0.19296,-26.63449,0.18669,-26.6651
1005.98,0.18669,-26.6651,0.18037,-26.69614
1005.99,0.18037,-26.69614,0.17384,-26.74693
1006.0,0.17384,-26.74693,0.16728,-26.79961
1006.01,0.16728,-26.79961,0.16088,-26.86765
1006.02,0.16088,-26.86765,0.15449,-26.93716
1006.03,0.15449,-26.93716,0.14908,-26.99245
1006.0400000000001,0.14908,-26.99245,0.14377,-27.04638
1006.0500000000001,0.14377,-27.04638,0.1386,-27.102
1006.0600000000001,0.1386,-27.102,0.13344,-27.15779
1006.07,0.13344,-27.15779,0.12856,-27.21681
1006.08,0.12856,-27.21681,0.12371,-27.27614
1006.09,0.12371,-27.27614,0.11946,-27.32665
1006.1,0.11946,-27.32665,0.11526,-27.3763
1006.11,0.11526,-27.3763,0.11126,-27.42912
1006.12,0.11126,-27.42912,0.10728,-27.48225
1006.13,0.10728,-27.48225,0.10412,-27.5262
1006.14,0.10412,-27.5262,0.10103,-27.56926
1006.15,0.10103,-27.56926,0.09868,-27.62776
1006.16,0.09868,-27.62776,0.09641,-27.68774
1006.1700000000001,0.09641,-27.68774,0.0949,-27.7525
1006.1800000000001,0.0949,-27.7525,0.09346,-27.81771
1006.19,0.09346,-27.81771,0.09328,-27.89263
1006.2,0.09328,-27.89263,0.09323,-27.96847
1006.21,0.09323,-27.96847,0.09439,-28.01947
1006.22,0.09439,-28.01947,0.09566,-28.06809
1006.23,0.09566,-28.06809,0.09806,-28.11875
1006.24,0.09806,-28.11875,0.10057,-28.16962
1006.25,0.10057,-28.16962,0.10407,-28.21876
1006.26,0.10407,-28.21876,0.10766,-28.26774
1006.27,0.10766,-28.26774,0.11151,-28.28483
1006.28,0.11151,-28.28483,0.11539,-28.29887
1006.2900000000001,0.11539,-28.29887,0.12026,-28.32813
1006.3000000000001,0.12026,-28.32813,0.12522,-28.35884
1006.3100000000001,0.12522,-28.35884,0.1308,-28.37802
1006.32,0.1308,-28.37802,0.13643,-28.39608
1006.33,0.13643,-28.39608,0.14278,-28.41811
1006.34,0.14278,-28.41811,0.1492,-28.44052
1006.35,0.1492,-28.44052,0.15625,-28.48853
1006.36,0.15625,-28.48853,0.16336,-28.53899
1006.37,0.16336,-28.53899,0.17158,-28.55229
1006.38,0.17158,-28.55229,0.1799,-28.56202
1006.39,0.1799,-28.56202,0.18809,-28.57311
1006.4,0.18809,-28.57311,0.19627,-28.58434
1006.41,0.19627,-28.58434,0.20417,-28.58399
1006.4200000000001,0.20417,-28.58399,0.21204,-28.58252
1006.4300000000001,0.21204,-28.58252,0.21955,-28.5671
1006.44,0.21955,-28.5671,0.22701,-28.55033
1006.45,0.22701,-28.55033,0.23412,-28.55192
1006.46,0.23412,-28.55192,0.2412,-28.55527
1006.47,0.2412,-28.55527,0.24837,-28.53874
1006.48,0.24837,-28.53874,0.25555,-28.52029
1006.49,0.25555,-28.52029,0.26256,-28.50102
1006.5,0.26256,-28.50102,0.26956,-28.48167
1006.51,0.26956,-28.48167,0.27631,-28.48345
1006.52,0.27631,-28.48345,0.28305,-28.48726
1006.53,0.28305,-28.48726,0.28975,-28.4754
1006.5400000000001,0.28975,-28.4754,0.29644,-28.46202
1006.5500000000001,0.29644,-28.46202,0.30254,-28.4486
1006.5600000000001,0.30254,-28.4486,0.30858,-28.43517
1006.57,0.30858,-28.43517,0.31398,-28.4084
1006.58,0.31398,-28.4084,0.31933,-28.38034
1006.59,0.31933,-28.38034,0.32431,-28.3442
1006.6,0.32431,-28.3442,0.32926,-28.30727
1006.61,0.32926,-28.30727,0.33371,-28.27112
1006.62,0.33371,-28.27112,0.33811,-28.23503
1006.63,0.33811,-28.23503,0.34258,-28.19543
